rfq_index,rfq_date,rfq_product_type,rfq_location,rfq_title,rfq_description,supplier_index,supplier_name,supplier_product_type,supplier_product_name,supplier_product_description,supplier_delivery_area,product_match,location_match,text_similarity
55,2024-09-09,Beauty,Helsinki,Seeking Beauty,"Dear supplier, I need Beauty delivered to Helsinki. Kindly send me details on availability and cost.",29,"Stark, Miller and Hernandez",Books,Luminous Horizon Guide,Our guide stands out: informational book on destinations and travel tips. Great for home enthusiasts..,"Amsterdam, Munich, Copenhagen, Rome, Vienna",0,0,0.0
55,2024-09-09,Beauty,Helsinki,Seeking Beauty,"Dear supplier, I need Beauty delivered to Helsinki. Kindly send me details on availability and cost.",661,Baker and Sons,Sporting Goods,Zenith Matrix Mat,Our mat stands out: mat providing cushioning for yoga and exercises. Great for on-the-go convenience..,"Berlin, Prague, Copenhagen",0,0,0.0
56,2024-09-10,Electronics,Athens,Looking for Electronics,"Hi, I'm looking for high-quality Electronics to be delivered to Athens. Please let me know your best offer.",432,"Heath, Lewis and Hall",Electronics,Pinnacle Pinnacle Smartwatch,"Introducing our smartwatch, wearable gadget with fitness tracking and notifications. Ideal for tech-savvy users..","Zurich, Budapest",1,0,0.0
56,2024-09-10,Electronics,Athens,Looking for Electronics,"Hi, I'm looking for high-quality Electronics to be delivered to Athens. Please let me know your best offer.",48,Garcia and Sons,Service,Aurora Solace Grooming,"Introducing our grooming, washing, brushing, and trimming services for all types of pets. Ideal for everyday use..","Oslo, Rome, Vienna, Lisbon, Brussels",0,0,0.0
56,2024-09-10,Electronics,Athens,Looking for Electronics,"Hi, I'm looking for high-quality Electronics to be delivered to Athens. Please let me know your best offer.",946,"Hall, Joseph and Rodriguez",Audio,Echo Vector Speaker,Our speaker stands out: wireless speaker with bluetooth connectivity and rich sound. Great for creative work..,"Copenhagen, Zurich",0,0,0.0
56,2024-09-10,Electronics,Athens,Looking for Electronics,"Hi, I'm looking for high-quality Electronics to be delivered to Athens. Please let me know your best offer.",546,Green-Cole,Food,Quantum Orbit Yogurt,"Experience thick, creamy yogurt rich in protein and probiotics. Loved by outdoor adventures..","Berlin, Barcelona, Stockholm, Paris",0,0,0.0
56,2024-09-10,Electronics,Athens,Looking for Electronics,"Hi, I'm looking for high-quality Electronics to be delivered to Athens. Please let me know your best offer.",464,Stephens Ltd,Sporting Goods,Aurora Arc Racket,Elevate your experience with lightweight racket for playing tennis. Designed for professional setups..,"Rome, Berlin",0,0,0.0
57,2024-09-11,Service,Copenhagen,Need Service,"Hello, I'm searching for Service with specific features. Do you have anything suitable in stock?",508,Stevens Group,Service,Nexus Spectrum Grooming,"Our grooming stands out: washing, brushing, and trimming services for all types of pets. Great for everyday use..","Brussels, Vienna, Barcelona",1,0,0.0
57,2024-09-11,Service,Copenhagen,Need Service,"Hello, I'm searching for Service with specific features. Do you have anything suitable in stock?",618,Nguyen-Carpenter,Books,Cascade Vista Guide,Our guide stands out: informational book on destinations and travel tips. Great for creative work..,"Dublin, Lisbon, Berlin, Warsaw",0,0,0.0
57,2024-09-11,Service,Copenhagen,Need Service,"Hello, I'm searching for Service with specific features. Do you have anything suitable in stock?",326,"Shelton, Moran and Rodriguez",Toys,Echo Flux Set,Experience set of pieces to be assembled into a complete picture. Loved by tech-savvy users..,"Munich, Warsaw",0,0,0.0
57,2024-09-11,Service,Copenhagen,Need Service,"Hello, I'm searching for Service with specific features. Do you have anything suitable in stock?",812,Scott-Washington,Books,Prism Vista Cookbook,"Introducing our cookbook, collection of recipes and cooking tips. Ideal for everyday use..","Vienna, Amsterdam, Rome, Athens",0,0,0.0
57,2024-09-11,Service,Copenhagen,Need Service,"Hello, I'm searching for Service with specific features. Do you have anything suitable in stock?",638,Robbins Inc,Clothing,Luminous Solace Sneakers,Our sneakers stands out: comfortable footwear for everyday use or sports. Great for all-day comfort..,"Budapest, Barcelona, Dublin, Vienna, Brussels",0,0,0.0
58,2024-09-12,Audio,Zurich,Inquiry: Audio,"Hello, I'm interested in purchasing Audio for my upcoming project. Could you share your catalog and pricing?",557,"Gill, Raymond and Henry",Audio,Eclipse Zenith Speaker,Elevate your experience with wireless speaker with bluetooth connectivity and rich sound. Designed for everyday use..,"Warsaw, Zurich",1,1,0.0
58,2024-09-12,Audio,Zurich,Inquiry: Audio,"Hello, I'm interested in purchasing Audio for my upcoming project. Could you share your catalog and pricing?",378,Charles LLC,Toys,Nimbus Odyssey Bear,Our bear stands out: soft stuffed toy shaped like a bear. Great for everyday use..,"Berlin, Amsterdam, Zurich",0,1,0.0
58,2024-09-12,Audio,Zurich,Inquiry: Audio,"Hello, I'm interested in purchasing Audio for my upcoming project. Could you share your catalog and pricing?",481,"Jones, Garner and Mclaughlin",Furniture,Luminous Solace Frame,"Our frame stands out: support structure for mattresses, available in multiple sizes. Great for eco-conscious spaces..","Warsaw, Oslo, Berlin",0,0,0.0
58,2024-09-12,Audio,Zurich,Inquiry: Audio,"Hello, I'm interested in purchasing Audio for my upcoming project. Could you share your catalog and pricing?",377,Charles LLC,Furniture,Pinnacle Essence Frame,"Discover the support structure for mattresses, available in multiple sizes. Perfect for modern lifestyles..","Berlin, Amsterdam, Zurich",0,1,0.0
58,2024-09-12,Audio,Zurich,Inquiry: Audio,"Hello, I'm interested in purchasing Audio for my upcoming project. Could you share your catalog and pricing?",973,Williamson Ltd,Books,Nimbus Solace Book,"Introducing our book, illustrated book for young readers. Ideal for tech-savvy users..","Helsinki, Oslo, Zurich",0,1,0.0
59,2024-09-13,Audio,Oslo,RFQ: Audio,"Hi, I'm looking for high-quality Audio to be delivered to Oslo. Please let me know your best offer.",171,"Johnson, Gallagher and Hutchinson",Audio,Echo Vector Turntable,Experience vinyl record player with modern audio outputs. Loved by eco-conscious spaces..,"Helsinki, Oslo, Amsterdam, Madrid",1,1,0.1220950091825069
59,2024-09-13,Audio,Oslo,RFQ: Audio,"Hi, I'm looking for high-quality Audio to be delivered to Oslo. Please let me know your best offer.",675,Jones-Harper,Books,Aurora Horizon Cookbook,"Introducing our cookbook, collection of recipes and cooking tips. Ideal for outdoor adventures..","Brussels, Warsaw, Amsterdam, Rome, Berlin",0,0,0.0
59,2024-09-13,Audio,Oslo,RFQ: Audio,"Hi, I'm looking for high-quality Audio to be delivered to Oslo. Please let me know your best offer.",19,Barry-Shaw,Electronics,Halo Vertex Smartphone,"Discover the portable device for calls, internet, apps, and more. Perfect for home enthusiasts..","Copenhagen, Athens, Lisbon, Barcelona, Vienna",0,0,0.0
59,2024-09-13,Audio,Oslo,RFQ: Audio,"Hi, I'm looking for high-quality Audio to be delivered to Oslo. Please let me know your best offer.",130,Jackson PLC,Books,Solstice Flux Book,Experience illustrated book for young readers. Loved by tech-savvy users..,"Vienna, Lisbon, Barcelona, Athens, Prague",0,0,0.0
59,2024-09-13,Audio,Oslo,RFQ: Audio,"Hi, I'm looking for high-quality Audio to be delivered to Oslo. Please let me know your best offer.",837,"King, Dean and Williams",Electronics,Luminous Vertex Router,Elevate your experience with device that distributes internet connection wirelessly. Designed for home enthusiasts..,"Rome, Budapest, Prague, Amsterdam, Copenhagen",0,0,0.0
60,2024-09-16,Service,Berlin,Need Service,"Hi, I'm looking for high-quality Service to be delivered to Berlin. Please let me know your best offer.",915,Quinn-Ortega,Service,Celestial Wave Mowing,"Introducing our mowing, regular lawn care including grass cutting and edge trimming. Ideal for home enthusiasts..","Paris, Amsterdam, Athens",1,0,0.0
60,2024-09-16,Service,Berlin,Need Service,"Hi, I'm looking for high-quality Service to be delivered to Berlin. Please let me know your best offer.",285,"Rice, Smith and Harris",Furniture,Velvet Vector Chair,"Introducing our chair, adjustable ergonomic chair for desk and office use. Ideal for all-day comfort..","Madrid, Paris, Helsinki, Copenhagen, Brussels",0,0,0.0
60,2024-09-16,Service,Berlin,Need Service,"Hi, I'm looking for high-quality Service to be delivered to Berlin. Please let me know your best offer.",617,Nguyen-Carpenter,Furniture,Quantum Vertex Set,Our set stands out: table with matching chairs for dining purposes. Great for home enthusiasts..,"Dublin, Lisbon, Berlin, Warsaw",0,1,0.0
60,2024-09-16,Service,Berlin,Need Service,"Hi, I'm looking for high-quality Service to be delivered to Berlin. Please let me know your best offer.",718,"Kelly, Meadows and Myers",Furniture,Vivid Vector Bookshelf,"Introducing our bookshelf, multi-tier shelf for storing books and decorations. Ideal for creative work..","Athens, Rome, Zurich",0,0,0.0
60,2024-09-16,Service,Berlin,Need Service,"Hi, I'm looking for high-quality Service to be delivered to Berlin. Please let me know your best offer.",266,"Brown, Randall and Holden",Furniture,Pinnacle Zenith Table,Elevate your experience with low table designed for living room placement. Designed for on-the-go convenience..,"Zurich, Copenhagen, Prague, Munich, Oslo",0,0,0.0
61,2024-09-17,Audio,Vienna,Need Audio,"Hello, I'm interested in purchasing Audio for my upcoming project. Could you share your catalog and pricing?",256,Simmons LLC,Audio,Cascade Mirage Soundbar,Elevate your experience with compact speaker system designed to enhance tv audio. Designed for home enthusiasts..,"Warsaw, Vienna, Barcelona",1,1,0.13792477882882828
61,2024-09-17,Audio,Vienna,Need Audio,"Hello, I'm interested in purchasing Audio for my upcoming project. Could you share your catalog and pricing?",882,"Willis, Sanders and Singleton",Electronics,Eclipse Essence Smartphone,"Our smartphone stands out: portable device for calls, internet, apps, and more. Great for everyday use..","Paris, Barcelona, Oslo, Copenhagen, Athens",0,0,0.0
61,2024-09-17,Audio,Vienna,Need Audio,"Hello, I'm interested in purchasing Audio for my upcoming project. Could you share your catalog and pricing?",950,"Hall, Joseph and Rodriguez",Toys,Celestial Vector Set,"Introducing our set, set of pieces to be assembled into a complete picture. Ideal for on-the-go convenience..","Copenhagen, Zurich",0,0,0.0
61,2024-09-17,Audio,Vienna,Need Audio,"Hello, I'm interested in purchasing Audio for my upcoming project. Could you share your catalog and pricing?",935,"Bowers, Richardson and Neal",Toys,Cascade Arc Car,Experience remote-controlled car powered by batteries. Loved by eco-conscious spaces..,"Berlin, Lisbon, Rome, Stockholm",0,0,0.0
61,2024-09-17,Audio,Vienna,Need Audio,"Hello, I'm interested in purchasing Audio for my upcoming project. Could you share your catalog and pricing?",154,Hayes Inc,Clothing,Quantum Arc Sneakers,Discover the comfortable footwear for everyday use or sports. Perfect for eco-conscious spaces..,"Stockholm, Copenhagen, Athens, Rome",0,0,0.0
62,2024-09-18,Food,Zurich,RFQ: Food,"Hello, I'm searching for Food with specific features. Do you have anything suitable in stock?",546,Green-Cole,Food,Quantum Orbit Yogurt,"Experience thick, creamy yogurt rich in protein and probiotics. Loved by outdoor adventures..","Berlin, Barcelona, Stockholm, Paris",1,0,0.0
62,2024-09-18,Food,Zurich,RFQ: Food,"Hello, I'm searching for Food with specific features. Do you have anything suitable in stock?",55,Spencer LLC,Audio,Echo Solace Soundbar,Experience compact speaker system designed to enhance tv audio. Loved by creative work..,"Prague, Warsaw, Amsterdam, Munich",0,0,0.0
62,2024-09-18,Food,Zurich,RFQ: Food,"Hello, I'm searching for Food with specific features. Do you have anything suitable in stock?",939,"Jackson, Williams and Cunningham",Clothing,Vivid Aura Pack,"Introducing our pack, multiple pairs of cotton or wool socks for daily use. Ideal for tech-savvy users..","Munich, Amsterdam",0,0,0.0
62,2024-09-18,Food,Zurich,RFQ: Food,"Hello, I'm searching for Food with specific features. Do you have anything suitable in stock?",41,"Owens, Rowe and Salinas",Electronics,Nexus Essence Smartphone,"Introducing our smartphone, portable device for calls, internet, apps, and more. Ideal for all-day comfort..","Zurich, Paris, Rome, Amsterdam",0,1,0.0
62,2024-09-18,Food,Zurich,RFQ: Food,"Hello, I'm searching for Food with specific features. Do you have anything suitable in stock?",525,Shaw Group,Furniture,Vivid Flux Chair,Our chair stands out: adjustable ergonomic chair for desk and office use. Great for everyday use..,"Munich, Berlin, Oslo",0,0,0.0
63,2024-09-19,Clothing,Rome,Looking for Clothing,"Hello, I'm interested in purchasing Clothing for my upcoming project. Could you share your catalog and pricing?",67,"Carter, Martin and King",Clothing,Quantum Essence Sneakers,Discover the comfortable footwear for everyday use or sports. Perfect for tech-savvy users..,"Lisbon, Stockholm, Dublin, Barcelona, Prague",1,0,0.0
63,2024-09-19,Clothing,Rome,Looking for Clothing,"Hello, I'm interested in purchasing Clothing for my upcoming project. Could you share your catalog and pricing?",604,Vazquez Ltd,Sporting Goods,Celestial Eclipse Set,Discover the adjustable or fixed-weight dumbbells for strength training. Perfect for professional setups..,"Paris, Munich, Amsterdam",0,0,0.0
63,2024-09-19,Clothing,Rome,Looking for Clothing,"Hello, I'm interested in purchasing Clothing for my upcoming project. Could you share your catalog and pricing?",199,Christian and Sons,Furniture,Nimbus Vertex Chair,"Introducing our chair, adjustable ergonomic chair for desk and office use. Ideal for tech-savvy users..","Helsinki, Budapest, Vienna, Dublin, Rome",0,1,0.0
63,2024-09-19,Clothing,Rome,Looking for Clothing,"Hello, I'm interested in purchasing Clothing for my upcoming project. Could you share your catalog and pricing?",5,Avila-Blake,Beauty,Solstice Mirage Polish,Our polish stands out: colored lacquer applied to fingernails or toenails. Great for home enthusiasts..,"Berlin, Stockholm, Rome",0,1,0.0
63,2024-09-19,Clothing,Rome,Looking for Clothing,"Hello, I'm interested in purchasing Clothing for my upcoming project. Could you share your catalog and pricing?",3,Avila-Blake,Electronics,Eclipse Solace Router,Elevate your experience with device that distributes internet connection wirelessly. Designed for all-day comfort..,"Berlin, Stockholm, Rome",0,1,0.0
